Cladosporium sp.,EUSF1458_ITS1F_A12.ab1,gi|1314929435|gb|MG686512.1|,94.78,134,5,2,1,132,565,698,2e-49,207
Graphostroma sp. SGLMf27,EUSF1424_ITS1F_G07.ab1,gi|203285135|gb|EU715682.1|,98.10,684,11,2,1,683,61,743,0.0,1190
fungal sp. NLR-2013,EUSF1436_ITS1F_C09.ab1,gi|528749510|gb|KC867932.1|,99.61,508,2,0,1,508,23,530,0.0,929
fungal sp. NLR-2013,EUSF1436_ITS1F_C09.ab1,gi|528749510|gb|KC867932.1|,98.08,52,0,1,509,559,479,530,1e-13,89.8
Acremonium sp. MAB-2010ag,EUSF1278_ITS1F_D01.ab1,gi|327532892|gb|HQ829143.1|,100.00,519,0,0,1,519,72,590,0.0,959
Pithya cupressina,EUSF1447_ITS1F_F10.ab1,gi|2114364|gb|U66009.1|PCU66009,100.00,556,0,0,1,556,44,599,0.0,1027
Capnodiales sp. WQ-2013g,EUSF1391_ITS1F_F03.ab1,gi|1126364292|dbj|LC121129.1|,100.00,479,0,0,1,479,15,493,0.0,885
Cladosporium dominicanum,EUSF1414_ITS1F_E06.ab1,gi|946526067|gb|KP701987.1|,99.79,479,1,0,1,479,167,645,0.0,880
Stemphylium vesicarium,EUSF1346_ITS1F_H09.ab1,gi|1253224938|gb|MG065799.1|,100.00,489,0,0,1,489,34,522,0.0,904
Neofusicoccum australe,EUSF1349_ITS1F_C10.ab1,gi|1279118004|gb|MG547966.1|,100.00,537,0,0,1,537,21,557,0.0,992
fungal sp. ARIZ AZ0335,EUSF1403_ITS1F_B05.ab1,gi|295850350|gb|HM123077.1|,99.83,594,0,1,1,593,7,600,0.0,1090
Pezicula cinnamomea,EUSF1446_ITS1F_E10.ab1,gi|829488980|gb|KR859162.1|,99.88,838,1,0,1,838,11,848,0.0,1544
Ramularia eucalypti,EUSF1461_ITS1F_D12.ab1,gi|807057501|gb|KR014378.1|,100.00,492,0,0,1,492,28,519,0.0,909
Rosellinia aquila,EUSF1630_ITS1F_B11.ab1,gi|1147168927|gb|KY610392.1|,99.17,481,3,1,1,481,4,483,0.0,865
Neofusicoccum australe,EUSF1277_ITS1F_C01.ab1,gi|1279118004|gb|MG547966.1|,100.00,524,0,0,1,524,33,556,0.0,968
Chaetomium globosum,EUSF1311_ITS1F_E05.ab1,gi|1040784117|gb|KX343158.1|,96.79,374,8,4,1,374,48,417,4e-174,621
Diaporthe rudis,EUSF0926_ITS1F_F04.ab1,gi|983947170|gb|KR909216.1|,100.00,555,0,0,1,555,29,583,0.0,1026
Pezicula cinnamomea,EUSF1334_ITS1F_D08.ab1,gi|829488980|gb|KR859162.1|,99.79,477,0,1,1,477,407,882,0.0,874
Neofusicoccum luteum,EUSF1293_ITS1F_C03.ab1,gi|1186322659|gb|KY053017.1|,100.00,525,0,0,1,525,31,555,0.0,970
Neofusicoccum australe,EUSF1317_ITS1F_C06.ab1,gi|1279118004|gb|MG547966.1|,100.00,524,0,0,1,524,33,556,0.0,968
Nemania maritima,EUSF1411_ITS1F_B06.ab1,gi|1147168949|gb|KY610414.1|,100.00,386,0,0,5,390,1,386,0.0,713
Pezicula cinnamomea,EUSF0716_ITS1F_H01.ab1,gi|1134936411|gb|KX589228.1|,100.00,300,0,0,1,300,134,433,3e-154,555
Creosphaeria sassafras,EUSF1417_ITS1F_H06.ab1,gi|1147168946|gb|KY610411.1|,100.00,544,0,0,1,544,53,596,0.0,1005
Creosphaeria sassafras,EUSF1407_ITS1F_F05.ab1,gi|1147168946|gb|KY610411.1|,100.00,543,0,0,1,543,53,595,0.0,1003
Cladosporium cladosporioides,EUSF0858_ITS1F_H07.ab1,gi|1173125830|gb|KY039310.1|,100.00,513,0,0,1,513,12,524,0.0,948
Acremonium sp. MAB-2010ag,EUSF1279_ITS1F_E01.ab1,gi|327532892|gb|HQ829143.1|,100.00,550,0,0,1,550,47,596,0.0,1016
Graphostroma sp. SGLMf27,EUSF1406_ITS1F_E05.ab1,gi|203285135|gb|EU715682.1|,98.60,713,8,2,1,712,32,743,0.0,1260
Acremonium sp. MAB-2010ag,EUSF1287_ITS1F_E02.ab1,gi|327532892|gb|HQ829143.1|,100.00,543,0,0,1,543,47,589,0.0,1003
Sordariomycetes sp. genotype 640 JMUR-2016,EUSF0798_ITS1F_B12.ab1,gi|1103850283|gb|KX909114.1|,97.94,535,10,1,1,535,8,541,0.0,926
Sordariomycetes sp. genotype 640 JMUR-2016,EUSF0798_ITS1F_B12.ab1,gi|1103850283|gb|KX909114.1|,96.36,55,2,0,674,728,491,545,3e-14,91.6
Biscogniauxia mediterranea,EUSF1427_ITS1F_B08.ab1,gi|686476922|gb|KM216771.1|,97.45,550,8,4,1,546,4,551,0.0,933
Capnodiales sp. WQ-2013g,EUSF1455_ITS1F_F11.ab1,gi|1126364292|dbj|LC121129.1|,100.00,493,0,0,1,493,6,498,0.0,911
Cladosporium ramotenellum,EUSF1519_ITS1F_C02.ab1,gi|1314926421|gb|MF951281.1|,99.76,423,1,0,1,423,21,443,0.0,778
Sordariomycetes sp. genotype 88,EUSF1366_ITS1F_D12.ab1,gi|1103850330|gb|KX909161.1|,100.00,534,0,0,1,534,8,541,0.0,987
Biscogniauxia mediterranea,EUSF1381_ITS1F_D02.ab1,gi|686476922|gb|KM216771.1|,97.46,552,8,4,1,548,4,553,0.0,937
Capnodiales sp. WQ-2013g,EUSF1439_ITS1F_F09.ab1,gi|1126364292|dbj|LC121129.1|,100.00,493,0,0,1,493,6,498,0.0,911
fungal sp. PIMO_0.06,EUSF1404_ITS1F_C05.ab1,gi|315436471|gb|HQ602668.1|,98.11,583,11,0,1,583,15,597,0.0,1016
Xylaria sp. ICMP 20627,EUSF1369_ITS1F_G12.ab1,gi|909838518|gb|KP689114.1|,99.82,545,1,0,1,545,67,611,0.0,1002
Capnodiales sp. WQ-2013g,EUSF1390_ITS1F_E03.ab1,gi|1126364292|dbj|LC121129.1|,100.00,489,0,0,1,489,15,503,0.0,904
Lecythophora sp. DSM 101981,EUSF1357_ITS1F_C11.ab1,gi|1035489915|gb|KX096678.1|,97.72,526,9,2,1,524,41,565,0.0,902
Penicillium olsonii,EUSF1415_ITS1F_F06.ab1,gi|1279214501|gb|MG252481.1|,100.00,540,0,0,1,540,53,592,0.0,998
Sordariomycetes sp. genotype 926 JMUR-2014,EUSF1372_ITS1F_C01.ab1,gi|659362575|gb|KJ508280.1|,99.81,539,1,0,1,539,1,539,0.0,990
Neofusicoccum luteum,EUSF1303_ITS1F_E04.ab1,gi|1279118008|gb|MG547970.1|,100.00,530,0,0,1,530,30,559,0.0,979
Capnodiales sp. WQ-2013g,EUSF1457_ITS1F_H11.ab1,gi|1126364292|dbj|LC121129.1|,100.00,497,0,0,1,497,6,502,0.0,918
Biscogniauxia mediterranea,EUSF1375_ITS1F_F01.ab1,gi|686476922|gb|KM216771.1|,97.78,496,6,3,1,493,4,497,0.0,850
Penicillium brevicompactum,EUSF1412_ITS1F_C06.ab1,gi|1234763876|gb|MF687191.1|,100.00,540,0,0,1,540,67,606,0.0,998
Nemania maritima,EUSF1321_ITS1F_G06.ab1,gi|1147168949|gb|KY610414.1|,100.00,559,0,0,5,563,1,559,0.0,1033
foliar endophyte of Picea glauca sp. O6,EUSF1423_ITS1F_F07.ab1,gi|46401425|gb|AY561215.1|,97.92,529,8,3,1,527,37,564,0.0,913
Stemphylium sp.,EUSF1281_ITS1F_G01.ab1,gi|1253224936|gb|MG065797.1|,100.00,533,0,0,1,533,8,540,0.0,985
Cladosporium cladosporioides,EUSF1392_ITS1F_G03.ab1,gi|1173125830|gb|KY039310.1|,100.00,513,0,0,1,513,12,524,0.0,948
Sordariomycetes sp. genotype 88,EUSF1365_ITS1F_C12.ab1,gi|1103850330|gb|KX909161.1|,99.81,534,1,0,1,534,8,541,0.0,981
Ramularia sp. SIRV-2014a,EUSF1388_ITS1F_C03.ab1,gi|610723265|gb|KJ504767.1|,99.80,491,1,0,1,491,120,610,0.0,902
Nemania serpens,EUSF1347_ITS1F_A10.ab1,gi|961474777|gb|KU141386.1|,100.00,528,0,0,1,528,66,593,0.0,976
Capnodiales sp. WQ-2013g,EUSF1405_ITS1F_D05.ab1,gi|1126364292|dbj|LC121129.1|,100.00,494,0,0,1,494,6,499,0.0,913
Capnodiales sp. WQ-2013g,EUSF1386_ITS1F_A03.ab1,gi|1126364292|dbj|LC121129.1|,100.00,494,0,0,1,494,6,499,0.0,913
Cladosporium cf. ramotenellum,EUSF1383_ITS1F_F02.ab1,gi|1246351628|gb|KY781778.1|,100.00,508,0,0,1,508,41,548,0.0,939
Penicillium compactum,EUSF1340_ITS1F_B09.ab1,gi|1117142843|ref|NR_144844.1|,100.00,534,0,0,1,534,33,566,0.0,987
Neofusicoccum sp. HGMM-2009a,EUSF1320_ITS1F_F06.ab1,gi|1186322693|gb|KY053051.1|,100.00,368,0,0,1,368,32,399,0.0,680
Neofusicoccum australe,EUSF1299_ITS1F_A04.ab1,gi|1279118004|gb|MG547966.1|,100.00,524,0,0,1,524,33,556,0.0,968
Sordariomycetes sp. DC2119,EUSF1373_ITS1F_D01.ab1,gi|239948649|gb|GQ153015.1|,99.81,536,1,0,1,536,17,552,0.0,985
Nemania serpens,EUSF1438_ITS1F_E09.ab1,gi|11967306|gb|AF201707.1|AF201707,99.63,541,1,1,1,540,45,585,0.0,987
Cladosporium pini-ponderosae,EUSF1333_ITS1F_C08.ab1,gi|1139493875|gb|KY558600.1|,99.79,477,1,0,1,477,10,486,0.0,876
Capnodiales sp. WQ-2013g,EUSF1397_ITS1F_D04.ab1,gi|1126364292|dbj|LC121129.1|,100.00,492,0,0,1,492,6,497,0.0,909
Mycosphaerellaceae sp. CPC 12304,EUSF1453_ITS1F_D11.ab1,gi|284159116|gb|GU214703.1|,96.75,493,15,1,1,492,2220,2712,0.0,821
Stemphylium globuliferum,EUSF0826_ITS1F_H03.ab1,gi|1248840971|gb|MG020726.1|,99.45,542,2,1,1,541,4,545,0.0,983
Dothistroma pini,EUSF0884_ITS1F_B11.ab1,gi|1327762559|gb|MF696153.1|,100.00,207,0,0,1,207,173,379,1e-102,383
Stemphylium sp.,EUSF1382_ITS1F_E02.ab1,gi|1253224936|gb|MG065797.1|,100.00,538,0,0,1,538,8,545,0.0,994
Nemania serpens,EUSF1121_ITS1F_E05.ab1,gi|961474777|gb|KU141386.1|,100.00,537,0,0,1,537,55,591,0.0,992
Penicillium sp.,EUSF1343_ITS1F_E09.ab1,gi|1234117684|gb|MF683449.1|,100.00,534,0,0,1,534,57,590,0.0,987
Penicillium brevicompactum,EUSF1360_ITS1F_F11.ab1,gi|1234763876|gb|MF687191.1|,100.00,531,0,0,1,531,75,605,0.0,981
Penicillium compactum,EUSF1342_ITS1F_D09.ab1,gi|1117142843|ref|NR_144844.1|,100.00,536,0,0,1,536,31,566,0.0,990
Cladosporium cladosporioides,EUSF1428_ITS1F_C08.ab1,gi|1280049934|gb|MF173069.1|,100.00,509,0,0,1,509,20,528,0.0,941
Cladosporium cf. ramotenellum,EUSF1141_ITS1F_A08.ab1,gi|1246351628|gb|KY781778.1|,100.00,479,0,0,1,479,41,519,0.0,885
Chaetomium subglobosum,EUSF1352_ITS1F_F10.ab1,gi|1117142825|ref|NR_144826.1|,96.67,540,11,6,1,540,31,563,0.0,891
fungal sp. UNEX FECRGA 2012E586,EUSF1021_ITS1F_F04.ab1,gi|909838227|gb|KP899447.1|,89.25,400,31,8,1,396,3,394,3e-134,490
Diaporthe rudis,EUSF1385_ITS1F_H02.ab1,gi|1209331120|gb|KY011889.1|,98.55,553,6,2,1,553,12,562,0.0,976
Pezicula cinnamomea,EUSF0793_ITS1F_E11.ab1,gi|829488980|gb|KR859162.1|,100.00,851,0,0,1,851,10,860,0.0,1572
Acremonium sp. MAB-2010ag,EUSF1288_ITS1F_F02.ab1,gi|327532892|gb|HQ829143.1|,100.00,544,0,0,1,544,47,590,0.0,1005
Cladosporium cladosporioides,EUSF1462_ITS1F_E12.ab1,gi|1318867051|gb|MG748685.1|,100.00,479,0,0,1,479,26,504,0.0,885
Capnodiales sp. WQ-2013g,EUSF0778_ITS1F_F09.ab1,gi|1126364292|dbj|LC121129.1|,100.00,497,0,0,1,497,6,502,0.0,918
Sordariomycetes sp.,EUSF1379_ITS1F_B02.ab1,gi|961554592|gb|KT264665.1|,99.81,525,1,0,1,525,31,555,0.0,965
Marthamyces desmoschoeni,EUSF0786_ITS1F_F10.ab1,gi|645930562|gb|KJ606679.1|,98.49,730,10,1,1,730,49,777,0.0,1286
Phoma herbarum,EUSF0757_ITS1F_A07.ab1,gi|1317807330|dbj|LC171668.1|,100.00,482,0,0,1,482,69,550,0.0,891
Cladosporium cf. ramotenellum,EUSF0570_ITS1F_C07.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
Capnodiales sp. WQ-2013g,EUSF1389_ITS1F_D03.ab1,gi|1126364292|dbj|LC121129.1|,100.00,494,0,0,1,494,6,499,0.0,913
Cladosporium dominicanum,EUSF1331_ITS1F_A08.ab1,gi|946526067|gb|KP701987.1|,99.80,511,1,0,1,511,134,644,0.0,939
Penicillium expansum,EUSF1194_ITS1F_G02.ab1,gi|1135522017|gb|KX243327.1|,100.00,537,0,0,1,537,67,603,0.0,992
Neofusicoccum australe,EUSF1322_ITS1F_H06.ab1,gi|1279118004|gb|MG547966.1|,100.00,529,0,0,1,529,33,561,0.0,977
Pezicula cinnamomea,EUSF0785_ITS1F_E10.ab1,gi|829488980|gb|KR859162.1|,99.88,860,0,1,1,860,10,868,0.0,1581
Neofusicoccum luteum,EUSF1306_ITS1F_H04.ab1,gi|1279118008|gb|MG547970.1|,100.00,531,0,0,1,531,30,560,0.0,981
fungal sp.,EUSF0642_ITS1F_D04.ab1,gi|1206858282|gb|MF347766.1|,99.83,580,1,0,1,580,6,585,0.0,1066
Capnodiales sp. WQ-2013g,EUSF0780_ITS1F_H09.ab1,gi|1126364292|dbj|LC121129.1|,100.00,493,0,0,1,493,7,499,0.0,911
Cladosporium cf. ramotenellum,EUSF1394_ITS1F_A04.ab1,gi|1246351628|gb|KY781778.1|,100.00,499,0,0,1,499,51,549,0.0,922
Neofusicoccum australe,EUSF1332_ITS1F_B08.ab1,gi|208435822|gb|FJ150696.1|,99.64,554,1,1,1,554,140,692,0.0,1013
Neofusicoccum australe,EUSF1332_ITS1F_B08.ab1,gi|208435822|gb|FJ150696.1|,97.87,188,3,1,552,738,318,505,3e-84,324
Capnodiales sp. WQ-2013g,EUSF1399_ITS1F_F04.ab1,gi|1126364292|dbj|LC121129.1|,99.60,494,2,0,1,494,6,499,0.0,902
Peziza varia,EUSF1610_ITS1F_F08.ab1,gi|25045980|gb|AF491548.1|,98.91,183,0,1,1,181,53,235,2e-85,326
Pithya cupressina,EUSF1441_ITS1F_H09.ab1,gi|2114364|gb|U66009.1|PCU66009,100.00,549,0,0,1,549,44,592,0.0,1014
Acremonium sp. MAB-2010ag,EUSF1324_ITS1F_B07.ab1,gi|327532892|gb|HQ829143.1|,100.00,540,0,0,1,540,47,586,0.0,998
Mycosphaerellaceae sp. CPC 12304,EUSF1443_ITS1F_B10.ab1,gi|284159116|gb|GU214703.1|,96.57,495,16,1,1,494,2220,2714,0.0,819
Stemphylium vesicarium,EUSF1425_ITS1F_H07.ab1,gi|1253224938|gb|MG065799.1|,100.00,544,0,0,1,544,8,551,0.0,1005
Alternaria alternata,EUSF1408_ITS1F_G05.ab1,gi|1317978424|gb|MF422133.1|,100.00,527,0,0,1,527,73,599,0.0,974
Cladosporium sp. N52,EUSF1606_ITS1F_B08.ab1,gi|240129431|gb|GQ169491.1|,100.00,510,0,0,1,510,26,535,0.0,942
Chaetomium subglobosum,EUSF1353_ITS1F_G10.ab1,gi|1117142825|ref|NR_144826.1|,96.67,541,11,6,1,541,31,564,0.0,893
Cladosporium sp.,EUSF1402_ITS1F_A05.ab1,gi|1314929435|gb|MG686512.1|,100.00,480,0,0,1,480,33,512,0.0,887
Cladosporium sp.,EUSF1402_ITS1F_A05.ab1,gi|1314929435|gb|MG686512.1|,94.85,136,5,2,1,134,563,698,1e-50,211
Chaetomium globosum,EUSF1418_ITS1F_A07.ab1,gi|1198337288|gb|MF164163.1|,100.00,534,0,0,1,534,15,548,0.0,987
Pezicula cinnamomea,EUSF0956_ITS1F_D08.ab1,gi|829488980|gb|KR859162.1|,100.00,870,0,0,1,870,11,880,0.0,1607
Capnodiales sp. WQ-2013g,EUSF0799_ITS1F_C12.ab1,gi|1126364292|dbj|LC121129.1|,100.00,488,0,0,1,488,12,499,0.0,902
Marthamyces desmoschoeni,EUSF0949_ITS1F_E07.ab1,gi|645930562|gb|KJ606679.1|,98.01,704,10,4,1,704,78,777,0.0,1219
Cladosporium cf. ramotenellum,EUSF1356_ITS1F_B11.ab1,gi|1246351628|gb|KY781778.1|,100.00,504,0,0,1,504,46,549,0.0,931
Pithya cupressina,EUSF1430_ITS1F_E08.ab1,gi|2114364|gb|U66009.1|PCU66009,100.00,556,0,0,1,556,44,599,0.0,1027
Pezicula cinnamomea,EUSF0961_ITS1F_A09.ab1,gi|829488980|gb|KR859162.1|,99.89,873,0,1,1,873,11,882,0.0,1605
Pezicula cinnamomea,EUSF0954_ITS1F_B08.ab1,gi|829488980|gb|KR859162.1|,99.89,874,0,1,1,874,10,882,0.0,1607
fungal sp. P1N6,EUSF1413_ITS1F_D06.ab1,gi|573864634|gb|KF734993.1|,89.12,533,39,13,11,530,25,551,0.0,645
fungal sp. ARIZ AZ0335,EUSF1323_ITS1F_A07.ab1,gi|295850350|gb|HM123077.1|,99.83,598,0,1,1,597,7,604,0.0,1098
Cladosporium cladosporioides,EUSF1305_ITS1F_G04.ab1,gi|1280049934|gb|MF173069.1|,100.00,511,0,0,1,511,20,530,0.0,944
Capnodiales sp. WQ-2013g,EUSF1398_ITS1F_E04.ab1,gi|1126364292|dbj|LC121129.1|,100.00,493,0,0,1,493,6,498,0.0,911
Cladosporium cf. ramotenellum,EUSF1682_ITS1F_B12.ab1,gi|1246351628|gb|KY781778.1|,100.00,509,0,0,1,509,41,549,0.0,941
Neofusicoccum australe,EUSF1354_ITS1F_H10.ab1,gi|1279118004|gb|MG547966.1|,100.00,524,0,0,1,524,33,556,0.0,968
Neofusicoccum australe,EUSF1717_ITS1F_H11.ab1,gi|1279118004|gb|MG547966.1|,100.00,531,0,0,1,531,33,563,0.0,981
Stemphylium vesicarium,EUSF0551_ITS1F_H04.ab1,gi|1253224941|gb|MG065802.1|,100.00,535,0,0,1,535,8,542,0.0,989
Cladosporium ramotenellum,EUSF0891_ITS1F_A12.ab1,gi|1153124382|gb|KX674646.1|,100.00,523,0,0,1,523,117,639,0.0,966
fungal sp.,EUSF1335_ITS1F_E08.ab1,gi|1206858282|gb|MF347766.1|,99.83,572,1,0,1,572,14,585,0.0,1051
Neofusicoccum sp. HGMM-2009a,EUSF1298_ITS1F_H03.ab1,gi|1186322683|gb|KY053041.1|,100.00,526,0,0,1,526,31,556,0.0,972
Capnodiales sp. WQ-2013g,EUSF0795_ITS1F_G11.ab1,gi|1126364292|dbj|LC121129.1|,100.00,493,0,0,1,493,7,499,0.0,911
Acremonium sp. MAB-2010ag,EUSF1286_ITS1F_D02.ab1,gi|327532892|gb|HQ829143.1|,100.00,540,0,0,1,540,47,586,0.0,998
Acremonium sp. MAB-2010ag,EUSF1319_ITS1F_E06.ab1,gi|327532892|gb|HQ829143.1|,100.00,533,0,0,1,533,57,589,0.0,985
Capnodiales sp. WQ-2013g,EUSF1442_ITS1F_A10.ab1,gi|1126364292|dbj|LC121129.1|,100.00,494,0,0,1,494,6,499,0.0,913
Pleospora sp.,EUSF1247_ITS1F_D09.ab1,gi|955276753|gb|KT268796.1|,100.00,541,0,0,1,541,3,543,0.0,1000
Graphostroma sp. SGLMf27,EUSF0897_ITS1F_G12.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Neofusicoccum australe,EUSF1344_ITS1F_F09.ab1,gi|1279118004|gb|MG547966.1|,100.00,538,0,0,1,538,21,558,0.0,994
Stemphylium vesicarium,EUSF0544_ITS1F_A04.ab1,gi|1253224941|gb|MG065802.1|,100.00,535,0,0,1,535,8,542,0.0,989
Neofusicoccum australe,EUSF1283_ITS1F_A02.ab1,gi|1279118004|gb|MG547966.1|,100.00,524,0,0,1,524,33,556,0.0,968
Penicillium brevicompactum,EUSF1330_ITS1F_H07.ab1,gi|1234763876|gb|MF687191.1|,100.00,544,0,0,1,544,67,610,0.0,1005
Cladosporium sp.,EUSF0890_ITS1F_H11.ab1,gi|1229246655|gb|MF620995.1|,100.00,492,0,0,1,492,16,507,0.0,909
Graphostroma sp. SGLMf27,EUSF1092_ITS1F_H01.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Nemania serpens,EUSF0633_ITS1F_D03.ab1,gi|961474777|gb|KU141386.1|,99.63,546,2,0,1,546,54,599,0.0,998
Penicillium sp. SC10,EUSF1341_ITS1F_C09.ab1,gi|223931355|gb|FJ647577.1|,99.28,558,3,1,1,557,57,614,0.0,1011
Penicillium sp. SC10,EUSF1341_ITS1F_C09.ab1,gi|223931355|gb|FJ647577.1|,95.00,60,2,1,669,727,544,603,8e-15,93.5
Cladosporium dominicanum,EUSF1339_ITS1F_A09.ab1,gi|946526067|gb|KP701987.1|,99.79,480,1,0,1,480,167,646,0.0,881
Cladosporium dominicanum,EUSF1339_ITS1F_A09.ab1,gi|946526067|gb|KP701987.1|,92.61,230,8,9,495,717,265,492,1e-83,322
Neofusicoccum luteum,EUSF1300_ITS1F_B04.ab1,gi|1186322658|gb|KY053016.1|,100.00,527,0,0,1,527,27,553,0.0,974
Neofusicoccum australe,EUSF1316_ITS1F_B06.ab1,gi|1279118004|gb|MG547966.1|,100.00,523,0,0,1,523,33,555,0.0,966
Diaporthe australafricana,EUSF0817_ITS1F_G02.ab1,gi|469783267|gb|KC343039.1|,100.00,549,0,0,1,549,29,577,0.0,1014
Biscogniauxia mediterranea,EUSF0635_ITS1F_E03.ab1,gi|686476922|gb|KM216771.1|,97.66,556,7,4,1,552,4,557,0.0,950
Biscogniauxia mediterranea,EUSF0997_ITS1F_F01.ab1,gi|686476922|gb|KM216771.1|,97.09,550,6,4,1,542,4,551,0.0,918
Cladosporium cf. ramotenellum,EUSF1409_ITS1F_H05.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
Neofusicoccum australe,EUSF1296_ITS1F_F03.ab1,gi|1279118004|gb|MG547966.1|,100.00,524,0,0,1,524,33,556,0.0,968
